[+] Searching templates for CCND2
	[++] the following templates have been found CCND2
63	2codA	X	2	115	24	125	5	94	90	24.	0.29E-07
64	3fehA	X	2	357	23	129	253	353	94	21.	0.63E-04
65	2rvfA	X	2	104	482	543	34	93	60	23.	0.25E-03
66	3rcpA	X	2	100	46	139	15	99	85	18.	0.12E-03
67	5jn0A	X	2	96	483	543	28	84	57	30.	0.42E-02
68	6pxcA	X	2	104	466	552	12	91	80	28.	0.50E-02
69	1o43A	X	2	106	466	541	16	92	70	32.	0.80E-02
70	2p0dA	X	2	107	27	129	4	101	95	20.	0.36E-02
71	3uyoA	X	2	114	482	540	32	90	58	27.	0.40E-02
72	3cxbB	X	2	103	28	129	1	100	91	24.	0.72E-04
73	7mphA	X	2	90	482	549	23	89	67	21.	0.14E-02
74	1xx0A	X	2	117	22	128	7	112	100	25.	0.0
75	5mr1A	X	2	101	30	131	4	100	96	24.	0.79E-10
76	7nxeA	X	2	219	478	558	32	109	78	29.	0.36E-03
77	1csyA	X	2	112	478	538	32	91	59	27.	0.37E-03
78	8q61A	X	2	384	26	129	7	103	96	22.	0.18E-08
79	2lulA	X	2	164	36	129	26	120	91	18.	0.14E-04
80	7t1uA	X	2	105	466	541	17	91	71	35.	0.20E-02
81	2ablA	X	2	163	482	540	91	149	58	27.	0.59E-02
82	4nswA	X	2	368	4	129	243	363	117	22.	0.40E-09
83	1unqA	X	2	118	27	137	7	116	106	18.	0.41E-06
84	5w3rA	X	2	114	478	544	31	96	66	24.	0.13E-02
85	2dx0A	X	2	117	468	554	25	115	86	25.	0.17E-02
86	2x18A	X	2	111	26	137	2	111	104	16.	0.47E-06
87	3k2mB	X	2	97	482	540	24	82	58	27.	0.33E-02
88	2dhjA	X	2	125	24	128	6	115	96	15.	0.35E-04
89	2dhiA	X	2	120	24	121	5	105	93	15.	0.45E-04
90	2dhkA	X	2	119	31	139	12	113	100	25.	0.83E-04
91	1wg7A	X	2	150	16	151	7	145	130	22.	0.62E-10
92	1wgqA	X	2	109	24	126	5	99	95	19.	0.56E-04
93	7sa7B	X	2	236	478	538	159	218	59	27.	0.86E-03
94	4fbnA	X	2	232	478	538	30	92	59	30.	0.36E-02
95	2ys1A	X	2	113	24	128	5	111	96	21.	0.14E-08
96	5a3fA	X	2	691	27	141	487	598	101	19.	0.98E-05
97	2nbiA	X	2	494	139	464	2	312	286	26.	0.46E-02
98	7pg5B	X	2	266	482	550	27	95	69	25.	0.61E-03
99	2i5fA	X	2	99	25	128	3	97	93	27.	0.0
100	1a81A	X	2	254	478	538	177	236	59	27.	0.94E-03
101	1a81E	X	2	220	478	538	143	202	59	27.	0.80E-03
102	3a8pA	X	2	232	27	142	2	121	111	18.	0.77E-03
103	4ejnA	X	2	376	27	129	3	97	94	20.	0.40E-06
104	7rnsA	X	2	110	482	550	28	96	69	25.	0.23E-03
105	7rnuA	X	2	107	482	550	28	96	69	20.	0.30E-04
106	4wwqA	X	2	112	482	553	32	105	66	32.	0.76E-03
107	2rloA	X	2	128	27	129	4	123	98	22.	0.50E-04
108	1qqgA	X	2	207	27	125	2	99	86	21.	0.20E-03
109	1k9aA	X	2	439	480	540	94	153	60	35.	0.0
110	1v5pA	X	2	126	45	128	31	118	81	19.	0.19E-02
111	1v5uA	X	2	117	24	126	5	107	97	18.	0.27E-05
112	2hdvA	X	2	103	478	544	28	93	66	24.	0.73E-02
113	3pp2A	X	2	112	29	129	2	111	99	20.	0.36E-02
114	3ov1A	X	2	102	482	552	26	95	70	23.	0.16E-03
115	4l23B	X	2	277	482	550	31	99	69	25.	0.64E-03
116	1wi1A	X	2	126	24	147	5	125	117	25.	0.68E-04
117	7apjA	X	2	385	27	150	4	126	119	19.	0.52E-07
118	7yirA	X	2	99	26	126	3	91	89	29.	0.34E-05
119	2ecdA	X	2	119	482	540	37	95	58	29.	0.45E-02
120	4fl2A	X	2	555	478	538	177	236	59	27.	0.23E-02
121	4fl3A	X	2	538	478	538	177	236	59	27.	0.22E-02
122	5mtjA	X	2	109	481	541	25	90	60	29.	0.42E-02
123	1x05A	X	2	129	22	128	13	118	100	25.	0.0
124	2j59M	X	2	113	28	128	2	87	86	19.	0.96E-04
125	1dynA	X	2	113	27	128	3	106	93	19.	0.51E-05
126	3aj4A	X	2	112	28	121	6	102	89	14.	0.38E-03
127	1aotF	X	2	106	478	547	25	106	68	28.	0.50E-02
128	6c5xD	X	2	141	477	540	25	87	62	33.	0.26E-02
129	5eeqA	X	2	103	482	553	27	100	66	32.	0.69E-03
130	4rojA	X	2	103	447	555	1	101	98	26.	0.72E-03
131	5dc4A	X	2	100	482	540	26	84	58	27.	0.34E-02
132	3ljuX	X	2	373	23	129	252	358	100	21.	0.29E-04
133	4h6yA	X	2	402	35	128	320	399	80	30.	0.20E-06
134	6pbcA	X	2	1070	478	558	479	555	77	30.	0.61E-03
135	4eihA	X	2	101	482	540	26	84	58	29.	0.38E-02
136	2y7bA	X	2	134	46	129	23	127	84	17.	0.38E-07
137	3qwxX	X	3	171	448	556	3	113	99	21.	0.11E-02
138	2eo6A	X	3	141	445	543	1	113	98	20.	0.78E-03
139	5gjhA	X	3	97	456	553	2	92	91	20.	0.0
140	7z3jA	X	3	1119	467	558	503	598	91	25.	0.0
141	2da0A	X	3	114	19	147	2	113	110	25.	0.36E-05
142	4k44A	X	3	104	461	555	4	96	90	17.	0.29E-09
143	1d1zB	X	3	94	456	515	2	55	54	26.	0.31E-03
144	4y93A	X	3	429	26	129	4	116	95	16.	0.70E-02
145	4y94C	X	3	157	26	129	2	121	96	15.	0.97E-02
146	4d8kA	X	3	163	454	542	61	150	84	22.	0.22E-08
147	6fsfA	X	3	218	26	125	127	217	89	18.	0.60E-03
148	1droA	X	3	122	17	131	3	120	108	13.	0.23E-03
149	2mc1A	X	3	107	458	557	12	105	93	15.	0.13E-07
150	2srcA	X	3	449	458	541	66	150	78	27.	0.0
151	2ekxA	X	3	110	440	555	1	109	102	21.	0.28E-07
152	1r1pA	X	3	95	458	553	7	95	89	19.	0.0
153	6bn5A	X	3	448	452	558	83	176	93	24.	0.13E-09
154	2augA	X	3	105	456	546	6	98	86	24.	0.30E-08
155	5aulA	X	3	108	459	555	15	106	88	24.	0.38E-08
156	5sw8B	X	3	201	481	553	11	63	53	21.	0.79E-04
157	2eyvA	X	3	124	455	543	10	108	81	20.	0.11E-08
158	2eyyA	X	3	204	455	543	11	109	81	20.	0.18E-08
159	2eyzA	X	3	304	455	543	11	109	81	20.	0.26E-08
160	8dgqA	X	3	272	466	555	14	101	88	24.	0.0
161	4u5wB	X	3	163	483	540	87	149	57	25.	0.34E-08
162	3vs1A	X	3	424	483	540	87	140	49	24.	0.27E-04
163	2oq1A	X	3	254	459	537	155	236	77	18.	0.13E-07
164	2mk2A	X	3	109	456	538	12	94	77	18.	0.28E-02
165	2mk0A	X	3	88	239	327	1	88	87	18.	0.0
166	8gmbA	X	3	438	434	558	52	157	101	24.	0.69E-03
167	5sxjB	X	3	216	482	553	16	71	56	21.	0.14E-03
168	5sxbB	X	3	212	481	555	13	65	53	26.	0.42E-04
169	5sx8B	X	3	240	482	555	20	82	60	25.	0.32E-06
170	5kazA	X	3	103	456	540	4	88	79	21.	0.18E-04
171	7yqeA	X	3	173	458	541	66	150	78	27.	0.0
172	6cmqC	X	3	388	452	543	1	78	78	24.	0.20E-09
173	6cmpA	X	3	498	444	543	89	199	92	23.	0.0
174	7zlmA	X	3	156	479	560	35	119	78	29.	0.72E-03
175	7zlmJ	X	3	155	479	560	35	118	77	30.	0.66E-03
176	7zlsJ	X	3	161	479	538	35	100	59	30.	0.12E-02
177	8ssnB	X	3	386	455	540	63	142	79	24.	0.0
178	2izvA	X	3	163	453	560	16	120	101	21.	0.60E-02
179	3tkzA	X	3	100	458	556	4	98	93	20.	0.14E-09
180	5uk8B	X	3	244	482	549	27	90	61	22.	0.50E-08
181	2ozoA	X	3	545	459	537	156	237	77	18.	0.29E-07
182	2cocA	X	3	112	22	135	3	111	106	17.	0.37E-03
183	1milA	X	3	104	455	555	7	100	91	20.	0.13E-06
184	1shaA	X	3	103	458	541	5	89	78	26.	0.0
185	2c0tA	X	3	427	483	540	87	143	52	26.	0.41E-06
186	2pldA	X	3	105	459	555	5	99	92	17.	0.70E-10
187	4jmgA	X	3	197	455	524	32	95	64	16.	0.35E-06
188	4jmhA	X	3	200	424	524	16	99	84	21.	0.19E-06
189	4gn1B	X	3	250	1	128	109	236	120	13.	0.76E-02
190	2p0hA	X	3	118	27	132	3	117	101	17.	0.15E-08
191	7uy3A	X	3	385	458	540	11	90	74	26.	0.90E-09
192	7uy0A	X	3	447	458	540	66	149	77	26.	0.44E-10
193	4jpsB	X	3	227	482	532	21	64	44	20.	0.22E-02
194	3cxlA	X	3	402	458	536	37	105	69	26.	0.16E-04
195	1h9oA	X	3	109	459	555	14	106	89	24.	0.42E-09
196	2d9vA	X	3	130	22	149	3	128	118	9.	0.43E-07
197	2d9xA	X	3	120	22	147	3	119	112	25.	0.10E-04
198	2d9zA	X	3	129	22	135	3	128	105	13.	0.21E-02
199	4u1pA	X	3	105	458	540	8	91	77	24.	0.88E-11
200	2dvjA	X	3	227	455	543	11	109	81	20.	0.20E-08
201	2fo0A	X	3	465	455	540	79	158	79	24.	0.0
202	2ge9A	X	3	118	443	558	2	109	101	19.	0.48E-05
203	5ehrA	X	3	485	452	543	93	175	82	25.	0.26E-10
204	5ehrB	X	3	470	452	543	92	175	84	27.	0.0
205	1ju5A	X	3	109	460	543	5	98	76	20.	0.10E-08
206	2cs0A	X	3	119	439	560	3	116	110	19.	0.15E-04
207	3ps5A	X	3	529	450	555	97	213	98	23.	0.0
208	1d4tA	X	3	104	456	514	5	57	53	26.	0.44E-03
209	7t1kA	X	3	102	482	558	26	101	74	20.	0.39E-05
210	7t1lA	X	3	99	482	556	25	99	73	23.	0.61E-05
211	2ptkA	X	3	425	458	541	67	151	78	26.	0.0
212	8cz9A	X	3	108	451	544	5	90	86	20.	0.53E-10
213	3hckA	X	3	107	483	540	28	90	57	25.	0.22E-08
214	3uf4A	X	3	160	458	540	66	149	77	24.	0.88E-11
215	2dx0B	X	3	95	467	556	2	93	87	24.	0.0
216	4k2pA	X	3	238	26	142	1	127	114	18.	0.96E-07
217	7jvnA	X	3	476	452	543	95	177	82	25.	0.35E-10
218	5xzrA	X	3	519	444	543	92	202	92	23.	0.0
219	1i3zA	X	3	103	456	538	4	86	77	23.	0.50E-04
220	4xi2A	X	3	421	434	558	52	142	91	24.	0.27E-02
221	2ysxA	X	3	119	456	556	10	109	91	19.	0.81E-04
222	2ys3A	X	3	137	22	123	3	105	99	20.	0.44E-06
223	5l81A	X	3	133	38	128	17	107	88	22.	0.22E-06
224	2bbuA	X	3	156	483	554	37	114	71	26.	0.83E-04
225	4bbkA	X	3	121	47	124	14	91	75	18.	0.29E-04
226	6sm5A	X	3	106	458	555	5	105	90	21.	0.0
227	2crhA	X	3	138	458	560	29	125	96	15.	0.54E-08
228	6crfB	X	3	451	452	542	87	160	74	27.	0.38E-06
229	4m4zA	X	3	152	444	554	32	149	107	24.	0.13E-08
230	6f24A	X	3	119	54	127	39	111	69	22.	0.84E-02
231	1nrvA	X	3	100	458	546	8	93	79	27.	0.51E-05
232	4f7hA	X	3	135	20	128	2	110	106	17.	0.55E-04
233	1opkA	X	3	449	455	540	62	141	79	24.	0.0
234	1xa6A	X	3	399	458	555	38	130	88	24.	0.15E-06
235	2dm0A	X	3	125	439	559	3	118	108	20.	0.12E-06
236	6c7yB	X	3	117	474	552	40	113	73	27.	0.12E-05
237	5c79A	X	3	104	26	142	6	103	98	24.	0.14E-04
238	2vifA	X	3	131	464	560	26	125	88	20.	0.49E-04
239	3s9kA	X	3	114	463	559	13	107	86	21.	0.62E-03
240	8s93A	X	3	429	27	129	4	119	100	16.	0.55E-04
241	3bkbA	X	3	373	482	556	29	102	72	23.	0.84E-04
242	2fjlA	X	3	150	70	130	90	148	59	24.	0.35E-02
243	5mo4A	X	3	429	455	540	62	141	79	24.	0.0
244	5df6A	X	3	212	444	543	89	194	90	25.	0.0
245	3uzsA	X	3	609	11	128	481	588	108	17.	0.69E-02
246	2ci9A	X	3	102	452	543	2	86	85	20.	0.26E-10
247	2ciaA	X	3	98	458	543	4	82	79	18.	0.17E-08
248	4ovvB	X	3	241	482	558	26	81	56	23.	0.54E-04
249	6tseB	X	3	154	27	129	3	116	96	15.	0.84E-02
250	2lqnA	X	3	303	455	543	12	93	82	21.	0.88E-11
251	6tuhC	X	3	147	27	129	3	113	95	18.	0.14E-02
252	5tnwA	X	3	100	460	555	5	98	91	17.	0.70E-10
253	4wafB	X	3	250	482	555	28	88	61	26.	0.53E-06
254	6waxA	X	3	105	458	556	13	103	91	18.	0.63E-07
255	1fmkA	X	3	437	458	541	68	152	78	27.	0.0
256	7c3mA	X	3	577	36	167	288	415	121	21.	0.15E-05
257	5mtnA	X	3	88	454	539	4	88	81	24.	0.10E-08
258	4h8sA	X	3	378	29	126	281	372	85	21.	0.11E-03
259	8tduB	X	3	227	482	548	25	79	54	18.	0.14E-05
260	1bljA	X	3	114	458	540	15	97	78	24.	0.45E-08
261	2aoaB	X	3	77	482	552	13	77	65	22.	0.0
262	5c5bB	X	3	370	29	126	276	367	85	21.	0.11E-03
263	4tziA	X	3	110	464	542	18	97	74	21.	0.16E-07
264	2rovA	X	3	117	30	129	4	114	100	14.	0.84E-02
265	2dcrA	X	3	114	440	560	1	111	109	23.	0.14E-05
266	5h0bA	X	3	446	483	540	87	149	57	25.	0.96E-08
267	6tt2A	X	3	164	27	129	3	127	103	14.	0.23E-02
268	2gsbA	X	3	119	439	560	3	116	111	18.	0.21E-07
269	4xohC	X	3	268	30	127	158	247	88	20.	0.29E-02
270	1lkkA	X	3	105	454	542	3	92	84	22.	0.14E-08
271	2y3aB	X	3	236	459	559	132	236	99	21.	0.34E-07
272	6htfA	X	3	104	462	558	11	103	86	20.	0.85E-05
273	4xeyB	X	3	359	455	540	4	80	76	23.	0.26E-10
274	4yknA	X	4	1205	457	558	3	78	76	18.	0.97E-07
275	6e31A	X	4	306	3	128	164	289	118	11.	0.30E-07
276	4gmvA	X	4	260	1	128	125	243	114	14.	0.0
277	5sxaB	X	4	218	481	555	13	62	50	26.	0.76E-03
278	5sx9B	X	4	239	482	557	21	77	55	23.	0.51E-03
279	5sxiB	X	4	209	457	555	5	63	59	17.	0.31E-02
280	5sxeB	X	4	225	465	555	2	70	69	17.	0.54E-03
281	2knoA	X	4	131	444	554	9	128	102	16.	0.42E-02
282	3hk0A	X	4	230	18	126	103	216	106	23.	0.19E-03
283	3hk0B	X	4	216	8	126	96	203	103	20.	0.34E-02
284	2coaA	X	4	125	22	135	3	124	106	16.	0.22E-04
285	2d9wA	X	4	127	16	135	1	126	116	17.	0.21E-02
286	4k81A	X	4	244	21	126	117	226	103	19.	0.19E-02
287	7cspA	X	4	455	17	145	250	380	124	14.	0.68E-03
288	4ludB	X	4	409	455	540	63	129	62	22.	0.69E-06
289	4kvgB	X	4	246	1	128	102	229	120	12.	0.11E-07
290	2elbA	X	4	351	29	127	265	349	83	19.	0.64E-03
291	1bakA	X	4	119	23	128	4	99	96	18.	0.25E-06
292	3cblA	X	4	356	447	556	5	85	79	20.	0.38E-03
293	6oluA	X	4	244	1	128	100	227	120	12.	0.11E-07
294	3v5wA	X	4	623	11	128	505	605	101	16.	0.92E-08
295	3uztA	X	4	586	20	128	489	580	92	15.	0.35E-04
296	2dtcA	X	4	116	27	132	1	114	105	14.	0.18E-02
297	3pvuA	X	4	609	11	128	490	591	102	17.	0.18E-08
298	3cd3A	X	4	352	447	556	5	86	80	20.	0.19E-03
299	1ym7A	X	4	608	11	128	498	602	105	17.	0.90E-09
300	2hmhA	X	4	119	454	539	15	98	77	24.	0.21E-03
301	6nctB	X	4	225	457	555	5	73	68	22.	0.13E-03
302	7csoA	X	5	432	17	125	233	349	109	15.	0.52E-07
303	7csrA	X	5	425	17	125	233	343	104	14.	0.22E-05
304	2q13A	X	5	364	29	131	274	362	87	18.	0.13E-02
305	1v5mA	X	5	136	45	135	41	135	89	11.	0.49E-02
306	2l6kA	X	5	115	452	554	2	113	94	16.	0.42E-05

		Column 11th shows the percentage of identity and the 12th column the e-value of the alignment
		An identity value above approximately 25% indicates a potential template. A threshold of 25 will be used
		The closer the E-value to 0, the better is the alignment. A threshold of 0 will be used

[+] Saving identifiers
	[++] File ../CCND2/CCND2_pdbfiles.txt has been created with the following sequences
		 ['2cr4A', '1xx0A', '2i5fA', '1k9aA', '1x05A', '7z3jA', '2srcA', '7yqeA', '1shaA', '5ehrB', '2ptkA', '5df6A', '1fmkA']
[+] Downloading templates for CCND2
Downloading structure 2cr4
TITLE     SOLUTION STRUCTURE OF THE SH2 DOMAIN OF HUMAN SH3BP2 PROTEIN          
Downloading structure 1xx0
TITLE     STRUCTURE OF THE C-TERMINAL PH DOMAIN OF HUMAN PLECKSTRIN             
Downloading structure 2i5f
TITLE     CRYSTAL STRUCTURE OF THE C-TERMINAL PH DOMAIN OF PLECKSTRIN IN COMPLEX
Downloading structure 1k9a
TITLE     CRYSTAL STRUCTURE ANALYSIS OF FULL-LENGTH CARBOXYL-TERMINAL SRC KINASE
Downloading structure 1x05
TITLE     SOLUTION STRUCTURE OF THE C-TERMINAL PH DOMAIN OF HUMAN PLECKSTRIN    
Downloading structure 7z3j
TITLE     STRUCTURE OF CRYSTALLISABLE RAT PHOSPHOLIPASE C GAMMA 1 IN COMPLEX    
Downloading structure 2src
TITLE     CRYSTAL STRUCTURE OF HUMAN TYROSINE-PROTEIN KINASE C-SRC, IN COMPLEX  
Downloading structure 7yqe
TITLE     STRUCTURE OF HUMAN SRC REGULATORY DOMAINS IN COMPLEX WITH THE C-      
Downloading structure 1sha
TITLE     CRYSTAL STRUCTURE OF THE PHOSPHOTYROSINE RECOGNITION DOMAIN SH2 OF V- 
Downloading structure 5ehr
TITLE     NON-RECEPTOR PROTEIN TYROSINE PHOSPHATASE SHP2 IN COMPLEX WITH        
Downloading structure 2ptk
TITLE     CHICKEN SRC TYROSINE KINASE                                           
Downloading structure 5df6
TITLE     CRYSTAL STRUCTURE OF PTPN11 TANDEM SH2 DOMAINS IN COMPLEX WITH A TXNIP
Downloading structure 1fmk
TITLE     CRYSTAL STRUCTURE OF HUMAN TYROSINE-PROTEIN KINASE C-SRC              
