CAS Number,Chemical Name,SMILES,Species Scientific Name,Species Common Name,Species Sub Phylum,Effect,Organism Lifestage,Exposure Duration Mean (Days),Conc 1 Mean (Standardized),Conc 1 Mean Op (Standardized),Conc 1 Units (Standardized)
2691-41-0,"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,32.0,>,AI mg/L
2691-41-0,"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Egg,NR,32.0,>,AI mg/L
2691-41-0,"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Fry,NR,32.0,>,AI mg/L
2691-41-0,"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Fry,NR,25.0,,AI mg/L
2691-41-0,"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Fry,NR,32.0,>,AI mg/L
2691-41-0,"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Fry,NR,32.0,>,AI mg/L
2691-41-0,"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Fry,NR,32.0,>,AI mg/L
2691-41-0,"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,32.0,>,AI mg/L
2691-41-0,"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,32.0,>,AI mg/L
2691-41-0,"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,32.0,>,AI mg/L
2691-41-0,"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,32.0,>,AI mg/L
2691-41-0,"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,32.0,>,AI mg/L
2691-41-0,"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,32.0,>,AI mg/L
2691-41-0,"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Ictalurus punctatus,Channel Catfish,Vertebrata,Mortality,Not reported,NR,32.0,>,AI mg/L
2691-41-0,"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,32.0,>,AI mg/L
2691-41-0,"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,32.0,>,AI mg/L
2691-41-0,"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,NR,32.0,>,AI mg/L
2691-41-0,"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,NR,32.0,>,AI mg/L
2691-41-0,"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,NR,32.0,>,AI mg/L
7601-89-0,Sodium perchlorate,[Na+].[O-][Cl+3]([O-])([O-])[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Juvenile,4,1470.0,,AI mg/L
7601-89-0,Sodium perchlorate,[Na+].[O-][Cl+3]([O-])([O-])[O-],Danio rerio,Zebra Danio,Vertebrata,Mortality,Juvenile,4,2816.0,,AI mg/L
7601-89-0,Sodium perchlorate,[Na+].[O-][Cl+3]([O-])([O-])[O-],Danio rerio,Zebra Danio,Vertebrata,Mortality,Juvenile,4,2693.0,,AI mg/L
7601-89-0,Sodium perchlorate,[Na+].[O-][Cl+3]([O-])([O-])[O-],Danio rerio,Zebra Danio,Vertebrata,Mortality,Juvenile,4,2532.0,,AI mg/L
7601-89-0,Sodium perchlorate,[Na+].[O-][Cl+3]([O-])([O-])[O-],Danio rerio,Zebra Danio,Vertebrata,Mortality,Juvenile,4,2640.0,,AI mg/L
7601-89-0,Sodium perchlorate,[Na+].[O-][Cl+3]([O-])([O-])[O-],Danio rerio,Zebra Danio,Vertebrata,Mortality,Larva,4,1365.0,,AI mg/L
7601-89-0,Sodium perchlorate,[Na+].[O-][Cl+3]([O-])([O-])[O-],Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,7,2952.7,,AI mg/L
7601-89-0,Sodium perchlorate,[Na+].[O-][Cl+3]([O-])([O-])[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Larva,7,582.6597,,AI mg/L
7601-89-0,Sodium perchlorate,[Na+].[O-][Cl+3]([O-])([O-])[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Larva,7,614.1983,,AI mg/L
7601-89-0,Sodium perchlorate,[Na+].[O-][Cl+3]([O-])([O-])[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Larva,7,597.3543,,AI mg/L
7601-89-0,Sodium perchlorate,[Na+].[O-][Cl+3]([O-])([O-])[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Larva,7,582.66,,AI mg/L
7601-89-0,Sodium perchlorate,[Na+].[O-][Cl+3]([O-])([O-])[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Juvenile,4,1655.0,,AI mg/L
7601-89-0,Sodium perchlorate,[Na+].[O-][Cl+3]([O-])([O-])[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Juvenile,4,1128.0,,AI mg/L
7601-89-0,Sodium perchlorate,[Na+].[O-][Cl+3]([O-])([O-])[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Larva,7,397.0,,AI mg/L
7601-89-0,Sodium perchlorate,[Na+].[O-][Cl+3]([O-])([O-])[O-],Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Fry,4,2010.0,,AI mg/L
7778-74-7,"Perchloric acid, Potassium salt (1:1)",[K+].[O-][Cl+3]([O-])([O-])[O-],Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,3,2101.8649648,,AI mg/L
7778-74-7,"Perchloric acid, Potassium salt (1:1)",[K+].[O-][Cl+3]([O-])([O-])[O-],Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,3,4619.33008,,AI mg/L
7790-98-9,Perchloric acid ammonium salt,[NH4+].[O-][Cl+3]([O-])([O-])[O-],Danio rerio,Zebra Danio,Vertebrata,Mortality,Egg,NR,869.5,,AI mg/L
9003-13-8,"alpha-Butyl-omega-hydroxyPoly[oxy(methyl-1,2-ethanediyl)]",,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not coded,4,50.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Gadus morhua,Atlantic Cod,Vertebrata,Mortality,Not reported,NR,5.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Rasbora heteromorpha,"Harlequinfish, Red Rasbora",Vertebrata,Mortality,Not reported,NR,3.6,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Rasbora heteromorpha,"Harlequinfish, Red Rasbora",Vertebrata,Mortality,Not reported,NR,17.5,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Rasbora heteromorpha,"Harlequinfish, Red Rasbora",Vertebrata,Mortality,Not reported,NR,16.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Rasbora heteromorpha,"Harlequinfish, Red Rasbora",Vertebrata,Mortality,Not reported,NR,3.9,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Rasbora heteromorpha,"Harlequinfish, Red Rasbora",Vertebrata,Mortality,Not reported,NR,15.5,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Gadus morhua,Atlantic Cod,Vertebrata,Mortality,Not reported,NR,6.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Rasbora heteromorpha,"Harlequinfish, Red Rasbora",Vertebrata,Mortality,Not reported,NR,12.5,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,7.9,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Not reported,NR,5.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Not reported,NR,5.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Cyprinus carpio,Common Carp,Vertebrata,Mortality,Not reported,NR,10.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Poecilia reticulata,Guppy,Vertebrata,Mortality,Not reported,NR,63.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Not reported,NR,18.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Not reported,NR,18.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Cyprinus carpio,Common Carp,Vertebrata,Mortality,Not reported,NR,3.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Poecilia reticulata,Guppy,Vertebrata,Mortality,Not reported,NR,6.5,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Poecilia reticulata,Guppy,Vertebrata,Mortality,Not reported,NR,18.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Cyprinus carpio,Common Carp,Vertebrata,Mortality,Not reported,NR,40.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,4.6,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,8.9,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,1.3,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Salmo trutta,Brown Trout,Vertebrata,Mortality,Multiple,NR,7.5,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,10.0,>,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,1000.0,>,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,10.0,>,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,6.3,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,1.5,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,2.8,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,7.8,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,1000.0,>,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,7.6,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Adult,NR,27.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Adult,NR,40.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Adult,NR,14.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Adult,NR,10.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Adult,NR,14.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Adult,NR,33.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,2.9,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Carassius auratus,Goldfish,Vertebrata,Mortality,Not reported,NR,5.4,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Not reported,NR,1.4,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,NR,4.7,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,NR,4.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,NR,4.25,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,NR,5.5,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,NR,19.0,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,NR,4.4,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,NR,1.8,,AI mg/L
9016-45-9,"alpha-(Nonylphenyl)-omega-hydroxypoly(oxy-1,2-ethanediyl)",*OCCO.CCCCCCCCCc1ccccc1,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,NR,8.5,,AI mg/L
13601-19-9,Tetrasodium hexakis(cyanido-kappaC)ferrate(4-),N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.[Na+].[Na+].[Na+].[Na+],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,4,100.0,>,AI mg/L
13601-19-9,Tetrasodium hexakis(cyanido-kappaC)ferrate(4-),N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.[Na+].[Na+].[Na+].[Na+],Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Juvenile,4,2.4,,AI mg/L
13746-66-2,(OC-6-11)-Hexakis(cyano-kappac)ferrate(3-) potassium (1:3),[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,1,1455.0,,AI mg/L
13746-66-2,(OC-6-11)-Hexakis(cyano-kappac)ferrate(3-) potassium (1:3),[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,1,1060.0,,AI mg/L
13746-66-2,(OC-6-11)-Hexakis(cyano-kappac)ferrate(3-) potassium (1:3),[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,1,1345.0,,AI mg/L
13746-66-2,(OC-6-11)-Hexakis(cyano-kappac)ferrate(3-) potassium (1:3),[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],Poecilia reticulata,Guppy,Vertebrata,Mortality,Not reported,NR,1400.0,,AI mg/L
13746-66-2,(OC-6-11)-Hexakis(cyano-kappac)ferrate(3-) potassium (1:3),[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],Poecilia reticulata,Guppy,Vertebrata,Mortality,Not reported,NR,3.0,,AI mg/L
13746-66-2,(OC-6-11)-Hexakis(cyano-kappac)ferrate(3-) potassium (1:3),[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],Poecilia reticulata,Guppy,Vertebrata,Mortality,Not reported,NR,570.0,,AI mg/L
13746-66-2,(OC-6-11)-Hexakis(cyano-kappac)ferrate(3-) potassium (1:3),[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],Poecilia reticulata,Guppy,Vertebrata,Mortality,Not reported,NR,760.0,,AI mg/L
13746-66-2,(OC-6-11)-Hexakis(cyano-kappac)ferrate(3-) potassium (1:3),[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],Poecilia reticulata,Guppy,Vertebrata,Mortality,Not reported,NR,2.8,,AI mg/L
13746-66-2,(OC-6-11)-Hexakis(cyano-kappac)ferrate(3-) potassium (1:3),[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],Poecilia reticulata,Guppy,Vertebrata,Mortality,Not reported,NR,19.0,,AI mg/L
13746-66-2,(OC-6-11)-Hexakis(cyano-kappac)ferrate(3-) potassium (1:3),[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],Poecilia reticulata,Guppy,Vertebrata,Mortality,Not reported,NR,350.0,,AI mg/L
13746-66-2,(OC-6-11)-Hexakis(cyano-kappac)ferrate(3-) potassium (1:3),[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],Poecilia reticulata,Guppy,Vertebrata,Mortality,Not reported,NR,35.0,,AI mg/L
13746-66-2,(OC-6-11)-Hexakis(cyano-kappac)ferrate(3-) potassium (1:3),[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,4,869.0,,AI mg/L
13746-66-2,(OC-6-11)-Hexakis(cyano-kappac)ferrate(3-) potassium (1:3),[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,4,1.14,>,AI mg/L
13746-66-2,(OC-6-11)-Hexakis(cyano-kappac)ferrate(3-) potassium (1:3),[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,4,1210.0,,AI mg/L
13943-58-3,Tetrapotassium hexakis(cyanido-kappaC)ferrate(4-),N#[C-]->[Fe+2](<-[C-]#N)(<-[C-]#N)(<-[C-]#N)(<-[C-]#N)<-[C-]#N.[K+].[K+].[K+].[K+],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Juvenile,4,100.0,>,AI mg/L
13943-58-3,Tetrapotassium hexakis(cyanido-kappaC)ferrate(4-),N#[C-]->[Fe+2](<-[C-]#N)(<-[C-]#N)(<-[C-]#N)(<-[C-]#N)<-[C-]#N.[K+].[K+].[K+].[K+],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Juvenile,4,100.0,>,AI mg/L
13943-58-3,Tetrapotassium hexakis(cyanido-kappaC)ferrate(4-),N#[C-]->[Fe+2](<-[C-]#N)(<-[C-]#N)(<-[C-]#N)(<-[C-]#N)<-[C-]#N.[K+].[K+].[K+].[K+],Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,4,1.1,,AI mg/L
13943-58-3,Tetrapotassium hexakis(cyanido-kappaC)ferrate(4-),N#[C-]->[Fe+2](<-[C-]#N)(<-[C-]#N)(<-[C-]#N)(<-[C-]#N)<-[C-]#N.[K+].[K+].[K+].[K+],Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,4,752.0,,AI mg/L
